,Date,Location,Flight,Fatalities,Year,Month,Day,Casualties,Aboard,% Casualty,Decade
8064,1929-01-18,Cove- OregonVarney Air Lines,Stearman C-38NC1682,1/1(0),1929,1,18,1,1,100.0,1920
8065,1929-01-25,Near Corfu- GreeceAeroespresso,CMASA WalI-AZDA,2/9(0),1929,1,25,2,9,22.22222222222222,1920
8066,1929-01-31,Morgantown- West VirginiaSkyline Transportation Company,Travel Air 4000NC6480,1/1(0),1929,1,31,1,1,100.0,1920
8067,1929-01-31,Off MoroccoAeropostale,Latecoere 26F-AIMUF-AIMU,2/2(0),1929,1,31,2,2,100.0,1920
8068,1929-03-17,Newark- New JerseyColonial Western Airlines,Ford 5-AT-B Tri MotorNC7683,14/15(0),1929,3,17,14,15,93.33333333333333,1920
8069,1929-03-30,Near Beaumont- CaliforniaNew Standard Airlines,Fokker F-VIIANC7888,4/4(0),1929,3,30,4,4,100.0,1920
8070,1929-04-21,San Diego- CaliforniaMaddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9DNC9636 / 28-037,6/6(0),1929,4,21,6,6,100.0,1920
8071,1929-05-09,Tampico- MexicoMexicana,Ford Tri-motor 4M-SCAL,5/5(0),1929,5,9,5,5,100.0,1920
8072,1929-05-18,Tököl-  Pest HungaryMALERT,Fokker F-IIIH-MABC,2/2(0),1929,5,18,2,2,100.0,1920
8073,1929-05-22,AlgiersAeropostale,Cams 53F-AISX,4/6(0),1929,5,22,4,6,66.66666666666666,1920
8074,1929-06-13,Santiago de Cuba- CubaPan American Airways,Fokker F-XNC9700,2/5(0),1929,6,13,2,5,40.0,1920
8075,1929-06-14,Barcelona- SpainAeropostale,Breguet 14F-AFEJ,1/2(0),1929,6,14,1,2,50.0,1920
8076,1929-06-17,Off Dungeness- EnglandImperial Airways,Handley Page W-10G-EBMT,7/13(0),1929,6,17,7,13,53.84615384615385,1920
8077,1929-06-24,St. Paul- MinnesotaNorthwest Orient Airlines,Ford 5-AT-B Tri-MotorNC7416,1/8(0),1929,6,24,1,8,12.5,1920
8078,1929-06-29,Near Lindau- Bavaria- GermanyBodensee Aerolloyd,Domier Delphin III (flying boat)D-1620,5/5(0),1929,6,29,5,5,100.0,1920
8079,1929-06-29,Columbus- OhioContinental Air Lines,Travel Air 4000NC5435,1/1(0),1929,6,29,1,1,100.0,1920
8080,1929-08-11,Clovis- New MexicoMiddle States Airlines,Lockheed 5 VegaNC870E,4/4(0),1929,8,11,4,4,100.0,1920
8081,1929-08-24,Elm- GermanyDeutsche Lufthansa,Fokker FG IID-757,4/5(0),1929,8,24,4,5,80.0,1920
8082,1929-08-24,Sochi- RussiaUkvozduchput,Kalinin K-4CCCP-217,1/1(0),1929,8,24,1,1,100.0,1920
8083,1929-09-02,Needles- CaliforniaAssociated Aviators,Lockheed VegaNR859E,1/2(0),1929,9,2,1,2,50.0,1920
8084,1929-09-03,Mt. Taylor- near Grants- New MexicoTrans Continental Air Transport,Ford 5-AT-B Tri MotorNC9649,8/8(0),1929,9,3,8,8,100.0,1920
8085,1929-09-06,Jask- IranImperial Airways,de Havilland DH-66 HerculesG-EBMZ,3/5(0),1929,9,6,3,5,60.0,1920
8086,1929-09-14,North Atlantic OceanAeropostale,Latecoere 25F-AIUJ,6/6(0),1929,9,14,6,6,100.0,1920
8087,1929-09-14,Saint Catharines- OntarioSkyways,Travel Air 6000CF-ABE,6/6(0),1929,9,14,6,6,100.0,1920
8088,1929-09-17,Mt Lamentation- ConnecticutColonial Air Transport,Pitcairn PA-6 Mailwing?,1/1(0),1929,9,17,1,1,100.0,1920
8089,1929-09-17,Jacumba- CaliforniaPickwick Airways,Fairchild 71?,1/2(0),1929,9,17,1,2,50.0,1920
8090,1929-09-17,Off Larache- MoroccoAeropostale,Latecoere 25-3-RF-AIUJ,5/5(0),1929,9,17,5,5,100.0,1920
8091,1929-10-26,Off Spezia- ItalyImperial Airways,Short Calcutta (flying boat)G-AADN,7/7(0),1929,10,26,7,7,100.0,1920
8092,1929-10-29,Mount Vernon- OhioContinental Air Lines,Stearman C-38?,1/1(0),1929,10,29,1,1,100.0,1920
8093,1929-10-31,Off Bremerton- WashingtonBremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2CNC9158,2/2(0),1929,10,31,2,2,100.0,1920
8094,1929-11-04,Cerro del Carbon- MexicoCorp. Aeronautica de Transportes,Lockheed Vega 5NC46M,4/4(0),1929,11,4,4,4,100.0,1920
8095,1929-11-06,Near Godstone- Surrey- EnglandDeutsche Lufthansa,Junkers G-24D-903,7/8(0),1929,11,6,7,8,87.5,1920
8096,1929-11-16,Off Corsica- FranceAir Union,Liore et Olivier 190F-AIGB,3/3(0),1929,11,16,3,3,100.0,1920
8097,1929-11-20,Terranova Pausania- East SardiniaS.A.M. Società Aerea Mediterranea,Savoia Marchetti S55I-TACO,1/12(0),1929,11,20,1,12,8.333333333333332,1920
8098,1929-11-30,Vancouver- WashingtonVarney Air Lines,Stearman M-2 SpeedmailNC8199,1/1(0),1929,11,30,1,1,100.0,1920
8099,1929-12-02,Chagrin Falls- OhioNational Air Transport,Douglas M-3NC789,1/1(0),1929,12,2,1,1,100.0,1920
8100,1929-12-19,Near Berlin- GermanyDeutsche Lufthansa,Arado V1D-1594,2/3(0),1929,12,19,2,3,66.66666666666666,1920
8101,1929-12-30,Amarillo- TexasTrans Continental Air Transport,Travel Air B6000?,5/5(0),1929,12,30,5,5,100.0,1920
8102,1930-01-10,Brawnson- NebraskaBoeing Air Transport,Boeing 95NC184E,1/1(0),1930,1,10,1,1,100.0,1930
8103,1930-01-13,Antananarivo- MadagascarAir Orient,Farman 190F-AJJK,3/3(0),1930,1,13,3,3,100.0,1930
8104,1930-01-19,Oceanside- CaliforniaMaddux Airlines,Ford 5-AT-C Tri MotorNC9689,16/16(0),1930,1,19,16,16,100.0,1930
8105,1930-01-25,Off Ceuta- SpainAeropostale,Latecoere 25F-AJCL,2/2(0),1930,1,25,2,2,100.0,1930
8106,1930-01-27,Kansas City- MissouriCentral  Airlines (Universal Aviation Corporation),Travel Air A6000A?,5/5(0),1930,1,27,5,5,100.0,1930
8107,1930-02-03,Hartford- ConnecticutColonial Air Transport,Pitcairn PA-6 MailwingNC801H,1/1(0),1930,2,3,1,1,100.0,1930
8108,1930-02-10,Marden- EnglandAir Union,Farman F-63F-FHMY,2/6(0),1930,2,10,2,6,33.33333333333333,1930
8109,1930-04-18,Jersey City- New JerseyCanadian Colonial Airways,Fairchild 71NC9148,4/4(0),1930,4,18,4,4,100.0,1930
8110,1930-05-10,Buenos Aires- ArgentinaAeropostale,Latecoere 28F-AJPD,3/4(0),1930,5,10,3,4,75.0,1930
8111,1930-06-05,Boston- MassachusettsColonial Air Transport,Ford Tri-Motor 5NC9675,1/15(0),1930,6,5,1,15,6.666666666666667,1930
8112,1930-07-07,Bornholm- DenmarkDeutsche Lufthansa,Dornier WalD-864,5/8(0),1930,7,7,5,8,62.5,1930
8113,1930-07-10,Arkansas Pass- TexasCross Airways,Lockheed Vega 5NC-394H,5/5(0),1930,7,10,5,5,100.0,1930
8114,1930-07-21,Near Meopham- Kent- EnglandWalcot Air Line,Junkers F-13geG-AAZK,6/6(0),1930,7,21,6,6,100.0,1930
8115,1930-08-22,Iglau- CzechoslovakiaCeskoslovenske Aerolinie,Ford 5-AT-C Tri MotorOK-FOR,10/11(0),1930,8,22,10,11,90.9090909090909,1930
8116,1930-09-11,Croydon- EnglandSabena,Sabca F-VIIOO-AIN,2/2(0),1930,9,11,2,2,100.0,1930
8117,1930-09-25,Edmonton- Alberta- CanadaWestern Canada Airways,Boeing 40CF-AIN,3/3(0),1930,9,25,3,3,100.0,1930
8118,1930-10-05,Near Beauvais- FranceMilitary - British Air Ministry,Royal Airship Works R-101G-FAAW,48/54(0),1930,10,5,48,54,88.88888888888889,1930
8119,1930-10-06,Dresden- GermanyDeutsche Lufthansa,Messerschmitt M-20BD-1930,8/8(0),1930,10,6,8,8,100.0,1930
8120,1930-10-12,La Rache- MoroccoAeropostale,Latecoere 28F-AJUU,4/4(0),1930,10,12,4,4,100.0,1930
8121,1930-10-13,Perth- AustraliaWings Ltd,de Havilland DH.80 Puss MothVH-UPC,3/3(?),1930,10,13,3,3,100.0,1930
8122,1930-10-28,Prince Rupert- BC- CanadaAlaska-Washington Airways,Lockheed VegaNC103W,3/3(0),1930,10,28,3,3,100.0,1930
8123,1930-10-30,Near Neufchatel- FranceImperial Airways,Handley Page W-8G-EBIX,3/6(0),1930,10,30,3,6,50.0,1930
8124,1930-10-30,Brookston- IndianaEmbry Riddle Company,Pitcairn PA-6 Mailwing?,1/1(0),1930,10,30,1,1,100.0,1930
8125,1930-11-07,Off of Santos- BrazilSyndicato Condor,Junkers G-24P-BAHA,1/9(0),1930,11,7,1,9,11.11111111111111,1930
8126,1930-11-18,Techachapi Mountains- CaliforniaPacific Air Transport,Boeing 40NC5340,3/3(?),1930,11,18,3,3,100.0,1930
8127,1930-12-09,Shanghai- ChinaChina National Aviation Corporation,Loening C-W Air Yaht?,4/6(0),1930,12,9,4,6,66.66666666666666,1930
8128,1931-01-08,Melle- BelgiumSabena,Fokker F-VIIOO-AIL,2/2(0),1931,1,8,2,2,100.0,1930
8129,1931-01-22, Bluff Mountain- WashingtonVarney Air Lines,Boeing 40NC741K,1/1(0),1931,1,22,1,1,100.0,1930
8130,1931-02-08,Wairoa- New ZealandDominion Air Lines,Desoutter IIZK-ACA,3/3(0),1931,2,8,3,3,100.0,1930
8131,1931-02-20,Bagot- Manitoba- CanadaWestern Canada Airways,Fokker Universal F-14?,2/3(0),1931,2,20,2,3,66.66666666666666,1930
8132,1931-02-24,Off SpainAeropostale,Latecoere 32F-AITX,1/3(0),1931,2,24,1,3,33.33333333333333,1930
8133,1931-03-21,New South Wales- AustraliaAustralian National Airways,Avro 10VH-UMF,8/8(0),1931,3,21,8,8,100.0,1930
8134,1931-03-31,Bazaar- KansasTrans Continental and Western Air,Fokker F10A TrimotorNC-999,8/8(0),1931,3,31,8,8,100.0,1930
8135,1931-04-14,Near Letschen- GermanyDeutsche Lufthansa,Messerschmitt M-20D-1928,2/10(0),1931,4,14,2,10,20.0,1930
8136,1931-05-05,Burbank- CaliforniaPacific Air Transport,Boeing 40NC5390,2/2(0),1931,5,5,2,2,100.0,1930
8137,1931-05-22,Wampit- AustraliaGuiena Airways,Junkers W-34VH-UNR,1/1(0),1931,5,22,1,1,100.0,1930
8138,1931-05-24,Bellefonte- PennsylvaniaNational Air Transport,Boeing 95NC397E,1/1(0),1931,5,24,1,1,100.0,1930
8139,1931-06-07,Near Sandoway- BurmaAir Orient,Fokker F-VIIBPH-AEO,4/4(0),1931,6,7,4,4,100.0,1930
8140,1931-06-11,Walbridge- OhioRubner Flying Service,Lockheed Vega 2NC857E,2/3(0),1931,6,11,2,3,66.66666666666666,1930
8141,1931-06-13,Saarbrucken- GermanyDeutsche Lufthansa,Dornier MerkurD-1455,4/4(0),1931,6,13,4,4,100.0,1930
8142,1931-07-12,Chicago- IllinoisBraniff Airlines,Lockheed VegaNC8497,2/2(0),1931,7,12,2,2,100.0,1930
8143,1931-07-14,Temora- AustraliaAustralian Aerial Services,Lasco LascowlVH-UGF,2/2(0),1931,7,14,2,2,100.0,1930
8144,1931-07-21,Centralia- IllinoisAmerican Airways,Pitcairn PA-6 Mailwing?,1/1(0),1931,7,21,1,1,100.0,1930
8145,1931-07-24,Kurudjevo- BulgariaCIDNA,Fokker F-VIIF-ALGT,7/7(0),1931,7,24,7,7,100.0,1930
8146,1931-08-09,Cincinnati- OhioAmerican Airways,Ford 5-AT-C Tri MotorNC9662,6/6(0),1931,8,9,6,6,100.0,1930
8147,1931-09-14,Chicago- IllinoisChicago-Detroit Airways,Lockheed VegaNC606,1/1(0),1931,9,14,1,1,100.0,1930
8148,1931-09-15,Near Craiova- Oltenia- RomaniaCIDNA,Fokker F-VIIb-3mF-AIGT,6/6(0),1931,9,15,6,6,100.0,1930
8149,1931-09-16,Oakland- CaliforniaPacific Air Transport,Boeing 40NC10347,4/4(0),1931,9,16,4,4,100.0,1930
8150,1931-10-06,Novia Scotia- CanadaDeutsche Lufthansa,Heinkel HE-2D-1717,3/3(0),1931,10,6,3,3,100.0,1930
8151,1931-10-14,BrazilSyndicato Condor,Dornier WalP-BALSA,3/3(0),1931,10,14,3,3,100.0,1930
8152,1931-11-05,Camden- New JerseyNY- Phil.- Washington AW,Lockheed Orion 9NC12221,5/5(0),1931,11,5,5,5,100.0,1930
8153,1931-11-13,Sir Lowry's pass- South AfricaUnion Airways,De Havilland DH.80ZS-ACD,3/3(0),1931,11,13,3,3,100.0,1930
8154,1931-11-23,Salt Lake City- UtahBoeing Air Transport,Boeing 40NC7465,1/1(0),1931,11,23,1,1,100.0,1930
8155,1931-11-24,Near Tsinan- ChinaChina National Aviation Corporation,Stinson?,3/3(0),1931,11,24,3,3,100.0,1930
8156,1931-11-26,Pasco- WashingtonVarney Air Lines,Boeing 40NC10338,1/1(0),1931,11,26,1,1,100.0,1930
8157,1931-12-05,Kewanee- IllinoisBraniff Airways,Lockheed Vega 5NC433E,2/6(0),1931,12,5,2,6,33.33333333333333,1930
8158,1931-12-06,Bangkok- ThailandKLM Royal Dutch Airlines,Fokker F-VIIb-3MPH-AFO,5/7(0),1931,12,6,5,7,71.42857142857143,1930
8159,1931-12-09,Off AlgiersAeropostale,CAMS 56F-AIOX,2/2(0),1931,12,9,2,2,100.0,1930
8160,1931-12-31,Springfield- OhioAmerican Airways,Fairchild Pilgrim 100A?,4/5(0),1931,12,31,4,5,80.0,1930
8161,1932-01-21,Colvin Park- IlinoisNorthwest Airways,Stinson SM-2A?,1/1(0),1932,1,21,1,1,100.0,1930
8162,1932-01-29,Lebec- CaliforniaCentury Pacific Lines,Stinson SM-6000B?,8/8(0),1932,1,29,8,8,100.0,1930
8163,1932-02-01,Off Miami- FloridaBimini Airways,Fairchild?,5/5(0),1932,2,1,5,5,100.0,1930
8164,1932-02-02,Marcellus- MichiganTransamerican Airlines,Stearman C-3MB?,1/1(0),1932,2,2,1,1,100.0,1930
8165,1932-02-02,Rio Vista- CaliforniaBoeing Air Transport,Boeing 40NC7470,1/2(0),1932,2,2,1,2,50.0,1930
8166,1932-02-27,Off Setiba- BrazilAeropostale,Latecoere 28F-AJOX,3/3(0),1932,2,27,3,3,100.0,1930
8167,1932-03-08,Saint Louis- IllinoisCentury Air Lines,Stinson SM-6000B?,2/5(0),1932,3,8,2,5,40.0,1930
8168,1932-03-19,Calimesa- CaliforniaAmerican Airways,Fokker F-10ANC-652E,7/7(0),1932,3,19,7,7,100.0,1930
8169,1932-03-21,Steubenville- OhioTrans Continental and Western Air,Northrop Alpha?,1/1(0),1932,3,21,1,1,100.0,1930
8170,1932-03-29,SyriaAir Orient,Farman F-190F-AJDPF-AJDP,3/3(0),1932,3,29,3,3,100.0,1930
8171,1932-03-31,Bedford- OhioNational Air Transport,Boeing 95NC191E,1/1(0),1932,3,31,1,1,100.0,1930
8172,1932-04-21,Fort Wayne- IndianaTransamerica Airlines,Stearman C-3MB?,1/1(0),1932,4,21,1,1,100.0,1930
8173,1932-05-03,Portland- OregonVarney Air Lines,Boeing 40NC830M,2/2(0),1932,5,3,2,2,100.0,1930
8174,1932-05-16,Burbank- CaliforniaPacific Air Transport,Boeing 40NC5589,3/3(0),1932,5,16,3,3,100.0,1930
8175,1932-07-16,Mount El Plomo- near Vitacura- ChilePanagra,Ford 5-AT-C Tri MotorNC403H,9/9(0),1932,7,16,9,9,100.0,1930
8176,1932-08-12,Beyrouth- LebanonAir Orient,CAMS 53F-AIQY,1/7(0),1932,8,12,1,7,14.285714285714285,1930
8177,1932-08-30,Tubergen- GermanyA B Aerotransport,Junkers G-23SE-AAE,2/2(0),1932,8,30,2,2,100.0,1930
8178,1932-09-08,Salt Flats- TexasAmerican Airways,Fokker F-10NC9716,3/4(0),1932,9,8,3,4,75.0,1930
8179,1932-09-17,Selsdon Park- EnglandAir Union,Liore-et-Olivier 213F-AIFE,1/2(0),1932,9,17,1,2,50.0,1930
8180,1932-09-18,Byron Bay- AustraliaNew England Airways,De Havilland DH-80VH-UPM,3/3(0),1932,9,18,3,3,100.0,1930
8181,1932-10-12,Port Etienne- MauritaniaAeropostale,Latecoere 28?,1/1(0),1932,10,12,1,1,100.0,1930
8182,1932-10-26,Villa Monte- BoliviaLloyd Aero Boliviano,Ford Tri-motor 5?,2/2(0),1932,10,26,2,2,100.0,1930
8183,1932-10-29,Ramsgate- EnglandDeutsche Lufthansa,Junkers W-33?,2/2(0),1932,10,29,2,2,100.0,1930
8184,1932-11-02,Echterpfuhl- GermanyDeutsche Lufthansa,Junkers F-13D-724,5/5(0),1932,11,2,5,5,100.0,1930
8185,1932-11-25,Marianna- ArkansasHunter Airways,Travel Air 6000?,2/2(0),1932,11,25,2,2,100.0,1930
8186,1932-12-14,Rocky Ridge- ColoradoBoeing Air Transport,Boeing 40NC842M,1/1(0),1932,12,14,1,1,100.0,1930
8187,1932-12-14,Amarillo- TexasTrans Continental and Western Air,Ford 5NC9650,2/2(0),1932,12,14,2,2,100.0,1930
8188,1932-12-26,Wau- AustraliaGuinea Airways,De Havilland DH-60VH-UMJ,2/2(0),1932,12,26,2,2,100.0,1930
8189,1933-01-10,AlgiersAeropostale,CAMS 53F-AISV,1/1(0),1933,1,10,1,1,100.0,1930
8190,1933-01-14,Newark- New JerseyEastern Air Transport,Curtiss Condor 18NC185H,2/2(0),1933,1,14,2,2,100.0,1930
8191,1933-01-20,Marietta- GeorgiaAmerican Airways,Stearman 4N490W,1/1(0),1933,1,20,1,1,100.0,1930
8192,1933-01-20,Bourne- TexasAmerican Airways,Stearman 4NC11721,1/1(0),1933,1,20,1,1,100.0,1930
8193,1933-01-24,Eugene- OregonPacific Air Transport,Ford 5-AT-DNC431H,1/3(0),1933,1,24,1,3,33.33333333333333,1930
8194,1933-03-11,Near Mendoza- ArgentinaPan American Grace Airways,Fairchild FC-2WNC9723,2/2(0),1933,3,11,2,2,100.0,1930
8195,1933-03-25,Hayward- CaliforniaVarney Airlines,Lockheed Orion 9NC12226,3/3(11),1933,3,25,3,3,100.0,1930
8196,1933-03-28,Near Dixmude- BelgiumImperial Airways,Armstrong Whitworth Argosy IIG-AACI,15/15(0),1933,3,28,15,15,100.0,1930
8197,1933-04-03,Hemkenrode- GermanyDeutsche Lufthansa,Junkers F-13D-534,1/2(0),1933,4,3,1,2,50.0,1930
8198,1933-04-04,Off Barnegat- New JerseyMilitary - U.S. Navy,Goodyear-Zeppelin U.S.S. Akron (airship)ZRS-4,73/76(0),1933,4,4,73,76,96.05263157894737,1930
8199,1933-04-23,Near Castrovillari- Calabria- ItalyAir Orient,Cams 53-1F-ALCE,5/8(0),1933,4,23,5,8,62.5,1930
8200,1933-04-29,Traunstein- GermanyEurasia,Junkers W-34D-4,4/4(0),1933,4,29,4,4,100.0,1930
8201,1933-05-09,Near Viladrau- SpainAeropostale - La Tecoere Company,Latecoere 28-1F-AJIX,6/6(0),1933,5,9,6,6,100.0,1930
8202,1933-06-02,Bowling Green- VirginiaEastern Air Transport,Pitcairns PA-6?,1/1(0),1933,6,2,1,1,100.0,1930
8203,1933-06-11,Glenview- IllinoisPalwaukee,Sikorsky S-38B (flying boat)NC-141M,9/9(0),1933,6,11,9,9,100.0,1930
8204,1933-07-18,Aegean SeaSocieta Anonima Aero Expresso Italiana,CMASA Wal (flying boat)I-AZEE,6/6(0),1933,7,18,6,6,100.0,1930
8205,1933-08-29,Quay- New MexicoTrans Continental and Western Air,Ford 5-AT-B Tri MotorNC9607,5/5(0),1933,8,29,5,5,100.0,1930
8206,1933-09-12,Near Ljubljana- YugoslaviaAeroput,Farman F-306YU-SAH,8/8(0),1933,9,12,8,8,100.0,1930
8207,1933-10-10,Chesterton- IndianaUnited Air Lines,Boeing 247NC13304,10/10(0),1933,10,10,10,10,100.0,1930
8208,1933-10-31,Etobon- FranceAir France,Farman F-301F-AJMI,2/2(0),1933,10,31,2,2,100.0,1930
8209,1933-11-09,Portland- OregonUnited Air Lines,Boeing 247NC13345,4/9(?),1933,11,9,4,9,44.44444444444444,1930
8210,1933-11-10,Moriarty- New MexicoTrans Continental and Western Air,Northrop DeltaNC12292,1/1(0),1933,11,10,1,1,100.0,1930
8211,1933-11-20,Near Tsinan- ChinaChina National Aviation Corporation,Stinson?,8/8(?),1933,11,20,8,8,100.0,1930
8212,1933-11-21,Near Kharkov- Ukraine- USSRKalinin,Kalinin K-7?,14/20(0),1933,11,21,14,20,70.0,1930
8213,1933-11-24,Wedron- IllinoisNational Air Transport,Boeing 247NC13324,2/2(0),1933,11,24,2,2,100.0,1930
8214,1933-12-11,Hamburg- GermanyDeutsche Lufthansa,Focke-Wulf A-17D-1403,6/10(0),1933,12,11,6,10,60.0,1930
8215,1933-12-14,Eshowe- South AfricaUnion Airways,Junkers W-34ZS-AEB,4/6(0),1933,12,14,4,6,66.66666666666666,1930
8216,1933-12-30,Near Ruysselede- BelgiumImperial Airways,Avro 10G-ABLU,10/10(0),1933,12,30,10,10,100.0,1930
8217,1934-01-15,Corbigny- FranceAir France,Dewoitine D-332F-AMMY,14/14(0),1934,1,15,14,14,100.0,1930
8218,1934-01-20,Carombe- FranceAir France,Breguet 280TF-AJKX,2/2(0),1934,1,20,2,2,100.0,1930
8219,1934-02-23,Near Salt Lake City- UtahBoeing Aircraft Company,Boeing 247NC13357,8/8(0),1934,2,23,8,8,100.0,1930
8220,1934-02-26,Rio de Oro- MoroccoAir France,Latécoère 28F-AJPA,1/6(0),1934,2,26,1,6,16.666666666666664,1930
8221,1934-03-06,Petersburg- IllinoisAmerican Airways,Fairchild Pilgrim 100ANC710Y,4/4(0),1934,3,6,4,4,100.0,1930
8222,1934-03-10,Pereira- ColombiaPan American Airways (Scadta),Sikorsky S-38 Flying BoatNC-9107,5/6(0),1934,3,10,5,6,83.33333333333334,1930
8223,1934-03-22,Near Lima- PeruPan American Grace Airlines,Ford 5-AT-C Tri-MotorNC407H,3/15(0),1934,3,22,3,15,20.0,1930
8224,1934-04-10,Ningpo Bay- ChinaChina National Aviation Corporation,Sikorsky S-38BBNV17V,3/3(0),1934,4,10,3,3,100.0,1930
8225,1934-05-09,English ChannelAir France,Wibault 282T-12F-AMPH,6/6(0),1934,5,9,6,6,100.0,1930
8226,1934-05-31,Croydon- EnglandAir France,Liore-et-Olivier 213F-AIVG,2/2(0),1934,5,31,2,2,100.0,1930
8227,1934-06-09,Mongaup Mountain- New YorkAmerican Airways,Curtiss Condor T-32NC12354,7/7(0),1934,6,9,7,7,100.0,1930
8228,1934-06-11,Junin- ArgentinaPanagra,Ford 5-AT-C Tri-MotorNC8417,5/10(0),1934,6,11,5,10,50.0,1930
8229,1934-06-22,Chausseehausen- GermanyDeutsche Lufthansa,Dornier MerkurD-1445,1/7(0),1934,6,22,1,7,14.285714285714285,1930
8230,1934-06-23,Burbank- CaliforniaAerevias Centrales Air Service,Lockheed OrionXA-BEJ,1/1(0),1934,6,23,1,1,100.0,1930
8231,1934-07-09,San Bernardino- CaliforniaUnited Air Services,Lockheed VegaNC32E,3/4(0),1934,7,9,3,4,75.0,1930
8232,1934-07-27,Near Tuttlingen- GermanySwissair,Curtiss AT-32C CondorCH-170,12/12(0),1934,7,27,12,12,100.0,1930
8233,1934-08-05,Bahia- BrazilAir France,Latecoere 26F-AILK,2/2(0),1934,8,5,2,2,100.0,1930
8234,1934-08-10,Ningbo- ChinaChina National Aviation Corporation,Sikorsky S-38B?,?/?(?),1934,8,10,?,NaN,,1930
8235,1934-08-31,Amazonia- MissouriRapid Air Transport,Stinson  SM-6000BNC10809,5/5(0),1934,8,31,5,5,100.0,1930
8236,1934-10-02,English ChannelHillman Airways,de havilland 89 Dragon RapideG-ACPM,7/7(0),1934,10,2,7,7,100.0,1930
8237,1934-10-03,Near Winton- AustraliaQantas,de Havilland DH-50AVH-UHE,3/3(0),1934,10,3,3,3,100.0,1930
8238,1934-10-19,Bass Strait- AustraliaHolyman Airways,de Havilland DH-86VH-URN,11/11(0),1934,10,19,11,11,100.0,1930
8239,1934-11-02,Kiapit- AustraliaHoldens Air Transport Service,De Havilland DH-61VH-UHW,2/4(0),1934,11,2,2,4,50.0,1930
8240,1934-11-15,Amazonia- MontanaRapid Air Transport,Stinson SM-6000-BNC10809,2/2(0),1934,11,15,2,2,100.0,1930
8241,1934-11-15,Near Longreach- AustraliaQantas,de Havilland DH-86VH-USG,4/4(0),1934,11,15,4,4,100.0,1930
8242,1934-12-07,Salchau- GermanyDeutsche Lufthansa,Junkers F-13D-OMAS,3/3(0),1934,12,7,3,3,100.0,1930
8243,1934-12-08,Columbia- MissouriBraniff Airlines,Lockheed Vega 5CNC106W,1/1(0),1934,12,8,1,1,100.0,1930
8244,1934-12-10,Palma Soriano- CubaCubana de Aviacion,Ford 4-AT-E Tri-motorNM-7,4/8(0),1934,12,10,4,8,50.0,1930
8245,1934-12-20,Rutbah Wells- SyriaKLM Royal Dutch Airlines,Douglas DC-2-115APH-AJU,7/7(0),1934,12,20,7,7,100.0,1930
8246,1934-12-22,Sunbright- TennesseeAmerican Airlines,Lockheed Orion 9DNC12286,1/1(0),1934,12,22,1,1,100.0,1930
8247,1935-01-08,Near Karachi- PakistanIndian Air Force,Wapiti?,0/2(15),1935,1,8,0,2,0.0,1930
8248,1935-01-26,Pittsburgh- PennsylvaniaTrans Continental and Western Air,Consolidated FleetsterNC13212,1/1(0),1935,1,26,1,1,100.0,1930
8249,1935-01-31,Stettin- GermanyDeruluft,Junkers JU-52/3mD-AREN,11/11(0),1935,1,31,11,11,100.0,1930
8250,1935-03-07,Schievelbein- GermanyDeruluft,Rochrbach RolandD-AJYP,3/?(0),1935,3,7,3,NaN,,1930
8251,1935-03-15,El Arish- EgyptMisrair,de Havilland Dragon 1SU-ABI,3/6(0),1935,3,15,3,6,50.0,1930
8252,1935-03-29,Off Samland- GermanyDeutsche Lufthansa,Junkers F-13D-OHIL,5/5(0),1935,3,29,5,5,100.0,1930
8253,1935-04-01,Beauvais- FranceAir France,Farman F-300F-ALHQ,1/3(0),1935,4,1,1,3,33.33333333333333,1930
8254,1935-04-06,Brilon- GermanyKLM Royal Dutch Airlines,Fokker F-12PH-AFL,7/7(0),1935,4,6,7,7,100.0,1930
8255,1935-05-01,Near Walsenberg- ColoradoVarney Air Lines,Lockheed VegaNC891E,1/1(0),1935,5,1,1,1,100.0,1930
8256,1935-05-06,Atlanta- MissouriTrans Continental and Western Air,Douglas DC-2-112NC13785,5/14(0),1935,5,6,5,14,35.714285714285715,1930
8257,1935-05-18,Flint- MichiganKnowles Flying Service of Detroit,Ford model 4-AT-EWC-7864,3/12(0),1935,5,18,3,12,25.0,1930
8258,1935-05-18,Near Moscow- RussiaGor'ky Eskadril'ya,Tupolev ANT-20 / I-5CCCP-I20,50/50(2),1935,5,18,50,50,100.0,1930
8259,1935-05-27,Glendo- WyomingWyoming Air Service,Boeing 221NC725W,1/1(0),1935,5,27,1,1,100.0,1930
8260,1935-05-28,Maywood- IllinoisChicago and Southern Airlines,Stinson SM6000B Tri-motorNC10894,2/2(0),1935,5,28,2,2,100.0,1930
8261,1935-05-29,San Barbra- Honduras?,??,6/9(0),1935,5,29,6,9,66.66666666666666,1930
8262,1935-06-24,Medellin- ColombiaServicio Aereo Columbiano / SCADTA,Ford Tri-Motor / Ford Tri-MotorC-31 / F-31,17/20(0),1935,6,24,17,20,85.0,1930
8263,1935-07-14,Amsterdam- NetherlandsKLM Royal Dutch Airlines,Fokker F-XXIIPH-AJQ,6/20(0),1935,7,14,6,20,30.0,1930
